Codice,Nome,Descrizione,Prezzo,Link Foto,Disponibilità
02-SSC-9450,SonicWall Network Security Manager Essential With Management And 7-Day Reporting For NSa 4700 - 1 Year - 02-SSC-9450,"Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-9450",815.07,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-9452,SonicWall Network Security Manager Essential With Management And 7-Day Reporting For NSa 4700 - 3 Year - 02-SSC-9452,"Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-9452",1956.15,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-9454,SonicWall Network Security Manager Essential With Management And 7-Day Reporting For NSa 4700 - 5 Year - 02-SSC-9454,"Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-9454",3260.25,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-9424,"SonicWall Network Security Manager Advanced With Management, Reporting, Analytics For NSa 4700 - 5 Year - 02-SSC-9424","Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-9424",5868.45,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-9455,SonicWall Network Security Manager Essential With Management And 7-Day Reporting For NSa 6700 - 1 Year - 02-SSC-9455,"Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-9455",1630.13,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-9457,SonicWall Network Security Manager Essential With Management And 7-Day Reporting For NSa 6700 - 3 Year - 02-SSC-9457,"Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-9457",3912.3,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-9459,SonicWall Network Security Manager Essential With Management And 7-Day Reporting For NSa 6700 - 5 Year - 02-SSC-9459,"Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-9459",6520.5,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-9425,"SonicWall Network Security Manager Advanced With Management, Reporting, Analytics For NSa 6700 - 1 Year - 02-SSC-9425","Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-9425",2934.23,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-9427,"SonicWall Network Security Manager Advanced With Management, Reporting, Analytics For NSa 6700 - 3 Year - 02-SSC-9427","Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-9427",7042.14,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-9429,"SonicWall Network Security Manager Advanced With Management, Reporting, Analytics For NSa 6700 - 5 Year - 02-SSC-9429","Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-9429",11736.9,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
01-SSC-4487,SonicWall NSA 4600 High Availability Conversion License to Standalone Unit - 01-SSC-4487,Descrizione non disponibile,1510.2,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_97_2.jpg,Prodotto non disponibile
02-SSC-1559,SonicWall Capture Advanced Threat Protection for NSSP 11700 1 Year - 02-SSC-1559,Multi-engine advanced threat analysis | Real-Time Deep Memory Inspection (RTDMI) | Broad File Type Analysis | Block Until Verdict | Service Length: 1 Year License | Manufacturer Part #: 02-SSC-1559,10867.5,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-1560,SonicWall Capture Advanced Threat Protection for NSSP 11700 2 Year - 02-SSC-1560,Multi-engine advanced threat analysis | Real-Time Deep Memory Inspection (RTDMI) | Broad File Type Analysis | Block Until Verdict | Service Length: 2 Year License | Manufacturer Part #: 02-SSC-1560,19561.5,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-1561,SonicWall Capture Advanced Threat Protection for NSSP 11700 3 Year - 02-SSC-1561,Multi-engine advanced threat analysis | Real-Time Deep Memory Inspection (RTDMI) | Broad File Type Analysis | Block Until Verdict | Service Length: 3 Year License | Manufacturer Part #: 02-SSC-1561,29335.5,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-1562,SonicWall Capture Advanced Threat Protection for NSSP 11700 4 Year - 02-SSC-1562,Multi-engine advanced threat analysis | Real-Time Deep Memory Inspection (RTDMI) | Broad File Type Analysis | Block Until Verdict | Service Length: 3 Year License | Manufacturer Part #: 02-SSC-1562,39118.5,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-1563,SonicWall Capture Advanced Threat Protection for NSSP 11700 5 Year - 02-SSC-1563,Multi-engine advanced threat analysis | Real-Time Deep Memory Inspection (RTDMI) | Broad File Type Analysis | Block Until Verdict | Service Length: 5 Year License | Manufacturer Part #: 02-SSC-1563,48897.0,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-1571,SonicWall Content Filtering Service Premium Business Edition for NSSP 11700 1 Year - 02-SSC-1571,Granular content filtering | Dynamically updated rating architecture | Regulatory reporting & compliance | Easy-to-use Web-based management | Service Length: 1 Year License | Manufacturer Part #: 02-SSC-1571,12172.5,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-1572,SonicWall Content Filtering Service Premium Business Edition for NSSP 11700 2 Year - 02-SSC-1572,Granular content filtering | Dynamically updated rating architecture | Regulatory reporting & compliance | Easy-to-use Web-based management | Service Length: 2 Year License | Manufacturer Part #: 02-SSC-1572,21906.0,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-1573,SonicWall Content Filtering Service Premium Business Edition for NSSP 11700 3 Year - 02-SSC-1573,Granular content filtering | Dynamically updated rating architecture | Regulatory reporting & compliance | Easy-to-use Web-based management | Service Length: 3 Year License | Manufacturer Part #: 02-SSC-1573,32863.5,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-1574,SonicWall Content Filtering Service Premium Business Edition for NSSP 11700 4 Year - 02-SSC-1574,Granular content filtering | Dynamically updated rating architecture | Regulatory reporting & compliance | Easy-to-use Web-based management | Service Length: 3 Year License | Manufacturer Part #: 02-SSC-1574,43812.0,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-1575,SonicWall Content Filtering Service Premium Business Edition for NSSP 11700 5 Year - 02-SSC-1575,Granular content filtering | Dynamically updated rating architecture | Regulatory reporting & compliance | Easy-to-use Web-based management | Service Length: 5 Year License | Manufacturer Part #: 02-SSC-1575,54765.0,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-1577,"SonicWall Gateway Anti-malware, Intrusion Prevention And Application Control for NSSP 11700 1 Year - 02-SSC-1577",Application Intelligence & Control | Ultimate Scalability & Performance | Simplified Deployment & Management | Integrated Deep Packet Inspection Technology | Service Length: 1 Year License | Manufacturer Part #: 02-SSC-1577,13041.0,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-1578,"SonicWall Gateway Anti-malware, Intrusion Prevention And Application Control for NSSP 11700 2 Year - 02-SSC-1578",Application Intelligence & Control | Ultimate Scalability & Performance | Simplified Deployment & Management | Integrated Deep Packet Inspection Technology | Service Length: 2 Year License | Manufacturer Part #: 02-SSC-1578,23467.5,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-1579,"SonicWall Gateway Anti-malware, Intrusion Prevention And Application Control for NSSP 11700 3 Year - 02-SSC-1579",Application Intelligence & Control | Ultimate Scalability & Performance | Simplified Deployment & Management | Integrated Deep Packet Inspection Technology | Service Length: 3 Year License | Manufacturer Part #: 02-SSC-1579,35203.5,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-1580,"SonicWall Gateway Anti-malware, Intrusion Prevention And Application Control for NSSP 11700 4 Year - 02-SSC-1580",Application Intelligence & Control | Ultimate Scalability & Performance | Simplified Deployment & Management | Integrated Deep Packet Inspection Technology | Service Length: 3 Year License | Manufacturer Part #: 02-SSC-1580,46944.0,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-1581,"SonicWall Gateway Anti-malware, Intrusion Prevention And Application Control for NSSP 11700 5 Year - 02-SSC-1581",Application Intelligence & Control | Ultimate Scalability & Performance | Simplified Deployment & Management | Integrated Deep Packet Inspection Technology | Service Length: 5 Year License | Manufacturer Part #: 02-SSC-1581,58680.0,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-1565,SonicWall Comprehensive Antispam Service for NSSP 11700 1 Year - 02-SSC-1565,Operates with any email server which accepts inbound SMTP messages | Advanced Reputation Management (ARM) | LDAP integration & Adversarial Bayesian filtering | Service Length: 1 Year License | Manufacturer Part #: 02-SSC-1565,8694.0,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-1566,SonicWall Comprehensive Antispam Service for NSSP 11700 2 Year - 02-SSC-1566,Operates with any email server which accepts inbound SMTP messages | Advanced Reputation Management (ARM) | LDAP integration & Adversarial Bayesian filtering | Service Length: 2 Year License | Manufacturer Part #: 02-SSC-1566,15651.0,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-1567,SonicWall Comprehensive Antispam Service for NSSP 11700 3 Year - 02-SSC-1567,Operates with any email server which accepts inbound SMTP messages | Advanced Reputation Management (ARM) | LDAP integration & Adversarial Bayesian filtering | Service Length: 3 Year License | Manufacturer Part #: 02-SSC-1567,23467.5,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-1568,SonicWall Comprehensive Antispam Service for NSSP 11700 4 Year - 02-SSC-1568,Operates with any email server which accepts inbound SMTP messages | Advanced Reputation Management (ARM) | LDAP integration & Adversarial Bayesian filtering | Service Length: 3 Year License | Manufacturer Part #: 02-SSC-1568,31293.0,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-1569,SonicWall Comprehensive Antispam Service for NSSP 11700 5 Year - 02-SSC-1569,Operates with any email server which accepts inbound SMTP messages | Advanced Reputation Management (ARM) | LDAP integration & Adversarial Bayesian filtering | Service Length: 5 Year License | Manufacturer Part #: 02-SSC-1569,39118.5,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-9996,SonicWall 24X7 Support for NSSP 11700 1 Year - 02-SSC-9996,Telephone/Email/Web-based Support for 24x7 technical assistance | Software/Firmware Updates for all software and firmware updates and upgrades | Hardware Replacement Advance Exchange for replacement of defective hardware | Support Tools for access to SonicWall's electronic support tools | Service Length: 1 Year License | Manufacturer Part #: 02-SSC-9996,9999.0,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-9997,SonicWall 24X7 Support for NSSP 11700 2 Year - 02-SSC-9997,Telephone/Email/Web-based Support for 24x7 technical assistance | Software/Firmware Updates for all software and firmware updates and upgrades | Hardware Replacement Advance Exchange for replacement of defective hardware | Support Tools for access to SonicWall's electronic support tools | Service Length: 2 Year License | Manufacturer Part #: 02-SSC-9997,17995.5,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-9998,SonicWall 24X7 Support for NSSP 11700 3 Year - 02-SSC-9998,Telephone/Email/Web-based Support for 24x7 technical assistance | Software/Firmware Updates for all software and firmware updates and upgrades | Hardware Replacement Advance Exchange for replacement of defective hardware | Support Tools for access to SonicWall's electronic support tools | Service Length: 3 Year License | Manufacturer Part #: 02-SSC-9998,26991.0,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-9999,SonicWall 24X7 Support for NSSP 11700 4 Year - 02-SSC-9999,Telephone/Email/Web-based Support for 24x7 technical assistance | Software/Firmware Updates for all software and firmware updates and upgrades | Hardware Replacement Advance Exchange for replacement of defective hardware | Support Tools for access to SonicWall's electronic support tools | Service Length: 3 Year License | Manufacturer Part #: 02-SSC-9999,35986.5,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-1551,SonicWall 24X7 Support for NSSP 11700 5 Year - 02-SSC-1551,Telephone/Email/Web-based Support for 24x7 technical assistance | Software/Firmware Updates for all software and firmware updates and upgrades | Hardware Replacement Advance Exchange for replacement of defective hardware | Support Tools for access to SonicWall's electronic support tools | Service Length: 5 Year License | Manufacturer Part #: 02-SSC-1551,44986.5,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-1583,SonicWall Standard Support for NSSP 11700 1 Year - 02-SSC-1583,"Telephone/Email/Web-based Support for technical assistance during local business hours (8:00 am - 5:00 pm, local time, Monday - Friday) | Software/Firmware Updates - For all software and firmware updates and upgrades | Hardware Replacement - Advance Exchange for replacement of defective hardware | Support Tools - For access to SonicWall's electronic support tools | Service Length: 1 Year License | Manufacturer Part #: 02-SSC-1583",7389.0,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-1584,SonicWall Standard Support for NSSP 11700 2 Year - 02-SSC-1584,"Telephone/Email/Web-based Support for technical assistance during local business hours (8:00 am - 5:00 pm, local time, Monday - Friday) | Software/Firmware Updates - For all software and firmware updates and upgrades | Hardware Replacement - Advance Exchange for replacement of defective hardware | Support Tools - For access to SonicWall's electronic support tools | Service Length: 2 Year License | Manufacturer Part #: 02-SSC-1584",13302.0,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-1585,SonicWall Standard Support for NSSP 11700 3 Year - 02-SSC-1585,"Telephone/Email/Web-based Support for technical assistance during local business hours (8:00 am - 5:00 pm, local time, Monday - Friday) | Software/Firmware Updates - For all software and firmware updates and upgrades | Hardware Replacement - Advance Exchange for replacement of defective hardware | Support Tools - For access to SonicWall's electronic support tools | Service Length: 3 Year License | Manufacturer Part #: 02-SSC-1585",19948.5,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-1586,SonicWall Standard Support for NSSP 11700 4 Year - 02-SSC-1586,"Telephone/Email/Web-based Support for technical assistance during local business hours (8:00 am - 5:00 pm, local time, Monday - Friday) | Software/Firmware Updates - For all software and firmware updates and upgrades | Hardware Replacement - Advance Exchange for replacement of defective hardware | Support Tools - For access to SonicWall's electronic support tools | Service Length: 3 Year License | Manufacturer Part #: 02-SSC-1586",26599.5,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-1587,SonicWall Standard Support for NSSP 11700 5 Year - 02-SSC-1587,"Telephone/Email/Web-based Support for technical assistance during local business hours (8:00 am - 5:00 pm, local time, Monday - Friday) | Software/Firmware Updates - For all software and firmware updates and upgrades | Hardware Replacement - Advance Exchange for replacement of defective hardware | Support Tools - For access to SonicWall's electronic support tools | Service Length: 5 Year License | Manufacturer Part #: 02-SSC-1587",33250.5,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-9942,SonicWall Advanced Protection Service Suite for NSSP 10700 1 Year - 02-SSC-9942,"Gateway Anti-Virus, Intrusion Prevention, Application Control | Anti-Spam and Content Filtering Service | 24x7 Support | Network Visibility | Capture ATP (Multi-Engine) Sandboxing | RTDMI Technology and DNS Security | Cloud Management and Cloud based Reporting | Service Length: 1 Year License | Manufacturer Part #: 02-SSC-9942",28147.5,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-9943,SonicWall Advanced Protection Service Suite for NSSP 10700 2 Year - 02-SSC-9943,"Gateway Anti-Virus, Intrusion Prevention, Application Control | Anti-Spam and Content Filtering Service | 24x7 Support | Network Visibility | Capture ATP (Multi-Engine) Sandboxing | RTDMI Technology and DNS Security | Cloud Management and Cloud based Reporting | Service Length: 2 Year License | Manufacturer Part #: 02-SSC-9943",50670.0,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-9944,SonicWall Advanced Protection Service Suite for NSSP 10700 3 Year - 02-SSC-9944,"Gateway Anti-Virus, Intrusion Prevention, Application Control | Anti-Spam and Content Filtering Service | 24x7 Support | Network Visibility | Capture ATP (Multi-Engine) Sandboxing | RTDMI Technology and DNS Security | Cloud Management and Cloud based Reporting | Service Length: 3 Year License | Manufacturer Part #: 02-SSC-9944",71779.5,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-9945,SonicWall Advanced Protection Service Suite for NSSP 10700 4 Year - 02-SSC-9945,"Gateway Anti-Virus, Intrusion Prevention, Application Control | Anti-Spam and Content Filtering Service | 24x7 Support | Network Visibility | Capture ATP (Multi-Engine) Sandboxing | RTDMI Technology and DNS Security | Cloud Management and Cloud based Reporting | Service Length: 3 Year License | Manufacturer Part #: 02-SSC-9945",95701.5,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-9946,SonicWall Advanced Protection Service Suite for NSSP 10700 5 Year - 02-SSC-9946,"Gateway Anti-Virus, Intrusion Prevention, Application Control | Anti-Spam and Content Filtering Service | 24x7 Support | Network Visibility | Capture ATP (Multi-Engine) Sandboxing | RTDMI Technology and DNS Security | Cloud Management and Cloud based Reporting | Service Length: 5 Year License | Manufacturer Part #: 02-SSC-9946",119632.5,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-9948,SonicWall Capture Advanced Threat Protection for NSSP 10700 1 Year - 02-SSC-9948,Multi-engine advanced threat analysis | Real-Time Deep Memory Inspection (RTDMI) | Broad File Type Analysis | Block Until Verdict | Service Length: 1 Year License | Manufacturer Part #: 02-SSC-9948,8797.5,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-9949,SonicWall Capture Advanced Threat Protection for NSSP 10700 2 Year - 02-SSC-9949,Multi-engine advanced threat analysis | Real-Time Deep Memory Inspection (RTDMI) | Broad File Type Analysis | Block Until Verdict | Service Length: 2 Year License | Manufacturer Part #: 02-SSC-9949,15835.5,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-9950,SonicWall Capture Advanced Threat Protection for NSSP 10700 3 Year - 02-SSC-9950,Multi-engine advanced threat analysis | Real-Time Deep Memory Inspection (RTDMI) | Broad File Type Analysis | Block Until Verdict | Service Length: 3 Year License | Manufacturer Part #: 02-SSC-9950,23746.5,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-9951,SonicWall Capture Advanced Threat Protection for NSSP 10700 4 Year - 02-SSC-9951,Multi-engine advanced threat analysis | Real-Time Deep Memory Inspection (RTDMI) | Broad File Type Analysis | Block Until Verdict | Service Length: 3 Year License | Manufacturer Part #: 02-SSC-9951,31666.5,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-9952,SonicWall Capture Advanced Threat Protection for NSSP 10700 5 Year - 02-SSC-9952,Multi-engine advanced threat analysis | Real-Time Deep Memory Inspection (RTDMI) | Broad File Type Analysis | Block Until Verdict | Service Length: 5 Year License | Manufacturer Part #: 02-SSC-9952,39582.0,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-9960,SonicWall Content Filtering Service Premium Business Edition for NSSP 10700 1 Year - 02-SSC-9960,Granular content filtering | Dynamically updated rating architecture | Regulatory reporting & compliance | Easy-to-use Web-based management | Service Length: 1 Year License | Manufacturer Part #: 02-SSC-9960,9855.0,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-9961,SonicWall Content Filtering Service Premium Business Edition for NSSP 10700 2 Year - 02-SSC-9961,Granular content filtering | Dynamically updated rating architecture | Regulatory reporting & compliance | Easy-to-use Web-based management | Service Length: 2 Year License | Manufacturer Part #: 02-SSC-9961,17734.5,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-9962,SonicWall Content Filtering Service Premium Business Edition for NSSP 10700 3 Year - 02-SSC-9962,Granular content filtering | Dynamically updated rating architecture | Regulatory reporting & compliance | Easy-to-use Web-based management | Service Length: 3 Year License | Manufacturer Part #: 02-SSC-9962,26599.5,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-9963,SonicWall Content Filtering Service Premium Business Edition for NSSP 10700 4 Year - 02-SSC-9963,Granular content filtering | Dynamically updated rating architecture | Regulatory reporting & compliance | Easy-to-use Web-based management | Service Length: 3 Year License | Manufacturer Part #: 02-SSC-9963,35464.5,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-9964,SonicWall Content Filtering Service Premium Business Edition for NSSP 10700 5 Year - 02-SSC-9964,Granular content filtering | Dynamically updated rating architecture | Regulatory reporting & compliance | Easy-to-use Web-based management | Service Length: 5 Year License | Manufacturer Part #: 02-SSC-9964,44334.0,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-9966,"SonicWall Gateway Anti-malware, Intrusion Prevention And Application Control for NSSP 10700 1 Year - 02-SSC-9966",Application Intelligence & Control | Ultimate Scalability & Performance | Simplified Deployment & Management | Integrated Deep Packet Inspection Technology | Service Length: 1 Year License | Manufacturer Part #: 02-SSC-9966,10557.0,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
